Time (s),Heater Duty Cycle,Temperature (C)
5110.235,0,53.25
5111.236,0,53.25
5112.237,0,53.25
5113.238,0,53.25
5114.239,0,53.25
5115.24,0,53.25
5116.241,0,53.25
5117.242,0,53.25
5118.243,0,53.25
5119.244,0,53.25
5120.245,0,53.25
5121.246,0,53.25
5122.247,0,53.25
5123.248,0,53.25
5124.249,0,53.25
5125.25,0,53.25
5126.251,0,53.25
5127.252,0,53.25
5128.253,0,53.25
5129.254,0,53.25
5130.255,0,53.25
5131.256,0,53.25
5132.257,0,53.25
5133.258,0,53.25
5134.259,0,53.25
5135.26,0,53.25
5136.261,0,53.25
5137.262,0,53.25
5138.263,0,53.25
5139.264,0,53.25
5140.265,0,53.25
5141.266,0,53.25
5142.267,0,53.25
5143.268,0,53.25
5144.269,0,53.25
5145.27,0,53.25
5146.271,0,53.25
5147.272,0,53.25
5148.273,0,53.25
5149.274,0,53.25
5150.275,0,53.25
5151.276,0,53.25
5152.277,0,53.25
5153.278,0,53.25
5154.279,0,53.25
5155.28,0,53.25
5156.281,0,53.25
5157.282,0,53.25
5158.283,0,53.25
5159.284,0,53.25
5160.285,0,53.25
5161.286,0,53.25
5162.287,0,53.25
5163.288,0,53.25
5164.289,0,53.25
5165.29,0,53.25
5166.291,0,53.25
5167.292,0,53.25
5168.293,0,53.25
5169.294,0,53.25
5170.295,0,53.25
5171.296,0,53.25
5172.297,0,53.25
5173.298,0,53.25
5174.299,0,53.25
5175.3,0,53.25
5176.301,0,53.25
5177.302,0,53.25
5178.303,0,53.25
5179.304,0,53.25
5180.305,0,53.25
5181.306,0,53.25
5182.307,0,53.25
5183.308,0,53.25
5184.309,0,53.25
5185.31,0,53.25
5186.311,0,53.25
5187.312,0,53.25
5188.313,0,53.25
5189.314,0,53.25
5190.315,0,53.25
5191.316,0,53.25
5192.317,0,53.25
5193.318,0,53.25
5194.319,0,53.25
5195.32,0,53.25
5196.321,0,53.25
5197.322,0,53.25
5198.323,0,53.25
5199.324,0,53.25
5200.325,0,53.25
5201.326,0,53.25
5202.327,0,53.25
5203.328,0,53.25
5204.329,0,53.25
5205.33,0,53.25
5206.331,0,53
5207.332,0,53.25
5208.333,0,53.25
5209.334,0,53.25
5210.335,0,53.25
5211.336,0,53.25
5212.337,0,53.25
5213.338,0,53.25
5214.339,0,53.25
5215.34,0,53
5216.341,0,53.25
5217.342,0,53.25
5218.343,0,53.25
5219.344,0,53
5220.345,0,53.25
5221.346,0,53.25
5222.347,0,53.25
5223.348,0,53
5224.349,0,53
5225.35,0,53
5226.351,0,53
5227.352,0,53
5228.353,0,53
5229.354,0,53
5230.355,0,53
5231.356,0,53
5232.357,0,53
5233.358,0,53
5234.359,0,53
5235.36,0,53.25
5236.361,0,53
5237.362,0,53
5238.363,0,53
5239.364,0,53
5240.365,0,53
5241.366,0,53
5242.367,0,53
5243.368,0,53
5244.369,0,53.25
5245.37,0,53
5246.371,0,53
5247.372,0,53
5248.373,0,53
5249.374,0,53
5250.375,0,53
5251.376,0,53
5252.377,0,53
5253.378,0,53
5254.379,0,53
5255.38,0,53
5256.381,0,53
5257.382,0,53
5258.383,0,53
5259.384,0,53
5260.385,0,53
5261.386,0,53
5262.387,0,53
5263.388,0,53
5264.389,0,53
5265.39,0,53
5266.391,0,53
5267.392,0,53
5268.393,0,53
5269.394,0,53
5270.395,0,53
5271.396,0,53
5272.397,0,53
5273.398,0,53
5274.399,0,53
5275.4,0,53
5276.401,0,53
5277.402,0,53
5278.403,0,53
5279.404,0,53
5280.405,0,53
5281.406,0,53
5282.407,0,53
5283.408,0,53
5284.409,0,53
5285.41,0,53
5286.411,0,53
5287.412,0,53
5288.413,0,53
5289.414,0,53
5290.415,0,53
5291.416,0,53
5292.417,0,53
5293.418,0,53
5294.419,0,53
5295.42,0,52.75
5296.421,0,53
5297.422,0,53
5298.423,0,53
5299.424,0,53
5300.425,0,53
5301.426,0,53
5302.427,0,53
5303.428,0,52.75
5304.429,0,53
5305.43,0,53
5306.431,0,52.75
5307.432,0,53
5308.433,0,53
5309.434,0,53
